,v,vw,o,c,h,l,t,n
45,19284.148062710745,16822.4314,16896.17,16826.56,16934.0,16725.78,1671580800000,376803
46,24104.199055501005,16742.4829,16825.18,16815.51,16873.0,16560.84,1671667200000,468833
47,24465.129265822034,16822.7429,16815.28,16777.21,16966.0,16719.57,1671753600000,406393
48,10837.752436432624,16830.1669,16777.88,16837.12,16891.0,16775.88,1671840000000,273040
49,8138.782249671595,16806.852,16836.7,16829.02,16874.0,16720.89,1671926400000,243876
50,10095.381330383025,16849.6712,16824.9,16917.96,16963.0,16787.97,1672012800000,267912
51,20355.204976375833,16767.1797,16914.5,16698.73,16987.0,16585.97,1672099200000,407636
52,27182.73674064083,16611.2827,16698.0,16539.66,16797.0,16444.0,1672185600000,516503
53,21906.234727084062,16587.3451,16541.6,16628.8,16675.0,16479.5,1672272000000,452598
54,29820.335329194386,16524.6611,16628.9,16600.1,16683.9,16325.2,1672358400000,497479
55,17861.131907746094,16558.452,16600.0,16530.35,16664.0,16462.49,1672444800000,334945
56,12300.315533316923,16549.5494,16531.83,16611.58,16644.0,16490.0,1672531200000,292354
57,15129.289550399431,16692.5104,16615.0,16666.95,16803.0,16542.52,1672617600000,358299
58,21204.298955484002,16680.0394,16668.3,16669.47,16810.0,16599.6,1672704000000,376204
59,29360.12636253107,16835.9876,16669.7,16844.42,17008.0,16645.87,1672790400000,512889
60,16945.68975941772,16826.2924,16849.3,16825.69,16888.0,16750.07,1672876800000,387550
61,28246.529401696687,16840.0521,16825.7,16948.06,17200.0,16670.82,1672963200000,475711
62,6569.5374952721295,16935.4521,16951.1,16942.37,16990.0,16903.58,1673049600000,229424
63,11138.691164274247,16971.7084,16945.1,17125.18,17181.0,16910.41,1673136000000,299555
64,37477.75170253636,17244.7501,17141.0,17177.98,17400.0,17102.97,1673222400000,651146
65,28242.02997776544,17313.5673,17177.94,17443.5,17506.0,17145.1,1673308800000,567001
66,32757.552109634405,17518.7719,17443.5,17944.27,18009.0,17308.8,1673395200000,593084
67,73373.3833279598,18384.1038,17953.0,18847.75,19115.85,17866.0,1673481600000,1020354
68,62714.997723952554,19233.7159,18847.77,19934.88,20000.0,18714.8,1673568000000,914811
69,70029.19199789544,20771.8989,19934.07,20957.02,21400.0,19893.25,1673654400000,1189155
70,28804.67958792528,20787.748,20956.2,20879.7,21066.9,20527.3,1673740800000,660406
71,47685.398378917234,21063.1342,20879.67,21197.0,21484.9,20611.45,1673827200000,769871
72,37937.17331418214,21223.3602,21191.46,21136.33,21679.1,20844.73,1673913600000,578913
73,45307.07253983381,21029.8077,21135.01,20674.29,21650.21,20370.01,1674000000000,746647
74,26934.189112995628,20886.6166,20674.03,21084.22,21207.0,20656.52,1674086400000,523776
75,40199.20858888944,21580.1896,21084.05,22669.81,22754.73,20856.0,1674172800000,751748
76,41746.54114641917,22922.0553,22670.0,22789.37,23428.6,22427.0,1674259200000,748168
77,30181.28829905608,22780.4871,22789.34,22714.87,23108.5,22298.15,1674345600000,590184
78,37256.266090320954,22849.2555,22714.81,22920.29,23180.55,22497.0,1674432000000,578321
79,44134.956680995376,22918.875,22920.67,22633.8,23165.56,22437.0,1674518400000,674619
80,47259.84480851867,22821.1929,22636.0,23062.36,23829.3,22320.0,1674604800000,641338
81,35345.7248661083,23065.9574,23054.0,23010.47,23293.3,22853.0,1674691200000,510196
82,32852.829185457995,23016.7165,23011.37,23084.4,23511.9,22492.8,1674777600000,526090
83,9878.719728223237,23016.0981,23084.38,23028.95,23196.99,22876.0,1674864000000,335976
84,28581.721848748643,23522.9894,23029.56,23745.8,23966.0,22974.75,1674950400000,648501
85,41222.80662548693,23155.3931,23744.34,22836.03,23802.99,22500.0,1675036800000,819271
86,27148.271556123087,23006.603,22836.03,23128.86,23317.9,22719.68,1675123200000,582030
87,26517.182865347102,23209.2363,23127.15,23732.6,23814.0,22753.6,1675209600000,552241
88,24676.16173020268,23840.2614,23735.3,23493.84,24282.1,23367.87,1675296000000,530896
89,19222.84825465529,23460.7852,23497.29,23433.54,23722.0,23208.01,1675382400000,436802
90,5685.312410012582,23399.7854,23433.47,23327.3,23589.8,23248.0,1675468800000,268906
91,10351.179141480836,23063.9107,23329.47,22936.34,23433.2,22758.01,1675555200000,303929
92,16311.523420832384,22897.3536,22936.34,22764.07,23163.05,22599.9,1675641600000,297980
93,13504.322780866576,23034.0546,22763.42,23244.67,23350.0,22742.0,1675728000000,329647
94,11378.222907518755,23028.7221,23244.64,22964.38,23451.01,22669.09,1675814400000,317608
95,27013.921815973008,22346.6217,22963.91,21800.63,23011.18,21700.0,1675900800000,488727
96,16881.11484414792,21739.4316,21800.62,21628.97,21942.41,21467.43,1675987200000,364109
97,6401.988544660282,21723.7859,21638.2,21863.73,21909.8,21605.35,1676073600000,219030
98,8364.02511172997,21879.7445,21863.73,21789.8,22099.9,21631.0,1676160000000,241762
99,18835.595268282505,21639.6592,21793.0,21789.14,21905.0,21354.0,1676246400000,323242
100,19006.534445122405,21970.395,21789.0,22206.27,22339.0,21505.0,1676332800000,363818
101,31402.045610658723,23270.7102,22206.26,24329.04,24393.0,22038.5,1676419200000,497617
102,41101.59775243664,24567.4712,24325.0,23521.5,25275.7,23500.0,1676505600000,583765
103,32253.073363221676,24165.4398,23525.0,24577.6,25025.0,23340.4,1676592000000,501789
104,8065.40906352316,24629.5035,24577.6,24636.23,24879.33,24407.67,1676678400000,262102
105,15201.75611898101,24674.8324,24635.85,24281.31,25209.0,24178.3,1676764800000,329288
106,19651.801612299885,24669.8534,24278.81,24844.97,25128.11,23841.08,1676851200000,475409
107,25653.493935538558,24658.1258,24844.21,24454.43,25288.88,24153.96,1676937600000,541002
108,25684.691045328484,23972.7243,24466.0,24184.44,24485.0,23578.0,1677024000000,499508
109,24366.147315058763,24072.9033,24184.9,23943.32,24602.8,23612.59,1677110400000,470569
110,28480.65714200921,23430.3802,23943.32,23186.88,24150.0,22520.0,1677196800000,482098
111,8962.125842921549,23024.5265,23186.88,23159.71,23224.9,22716.47,1677283200000,279155
112,9519.063816471218,23382.9591,23159.71,23556.83,23689.77,23052.78,1677369600000,267084
113,17262.048154398562,23472.3027,23556.83,23489.52,23895.51,23108.4,1677456000000,375954
114,13589.055716860028,23356.9495,23490.01,23133.2,23615.0,23027.24,1677542400000,348772
115,16790.070413259436,23613.7536,23133.2,23646.0,24009.0,23025.17,1677628800000,407694
116,12873.239298932689,23429.2051,23632.12,23468.24,23808.0,23196.09,1677715200000,326621
117,29098.163448022664,22403.9047,23468.79,22358.18,23482.0,21910.0,1677801600000,495270
118,3642.1175278400838,22335.5557,22362.0,22350.95,22409.82,22150.71,1677888000000,146442
119,6924.484078001803,22435.2737,22349.74,22432.69,22667.2,22195.13,1677974400000,261418
120,13138.24067444271,22428.6202,22431.99,22410.31,22600.0,22264.73,1678060800000,270778
121,14897.24681633476,22238.2586,22410.13,22198.48,22557.03,21904.3,1678147200000,339622
122,17568.177206105604,21992.8191,22194.8,21698.37,22291.0,21580.84,1678233600000,339949
123,30937.94907550839,21096.8401,21712.0,20367.01,21836.0,20042.3,1678320000000,496142
124,44788.1420894932,19974.4279,20366.97,20230.08,20382.0,19549.9,1678406400000,634861
125,34944.57040214252,20406.6196,20230.07,20620.54,20964.5,19863.0,1678492800000,539823
126,32171.150084912,21180.8798,20619.34,22219.08,22299.9,20357.0,1678579200000,515024
127,59115.52595242586,23364.2339,22216.02,24220.0,24710.0,21867.8,1678665600000,775688
128,66615.07304265896,25182.2658,24188.0,24762.65,26553.9,24051.0,1678752000000,889694
129,40391.47395966212,24641.1606,24730.0,24377.16,25324.0,23913.3,1678838400000,654180
130,29213.22643861599,24793.548,24377.16,25051.85,25235.28,24186.0,1678924800000,504536
131,61831.95491162201,26518.6259,25052.11,27453.62,27839.2,24946.86,1679011200000,856946
132,28625.33311835562,27343.4253,27453.75,26980.35,27795.0,26547.0,1679097600000,554023
133,28511.705105435078,27787.8838,26980.35,28054.46,28478.0,26838.0,1679184000000,552950
134,35543.219992126826,27932.5257,28058.15,27823.32,28590.6,27130.0,1679270400000,626361
135,23957.917758974072,28065.8239,27822.85,28207.33,28605.32,27312.0,1679356800000,489202
136,48149.414723071204,28043.7954,28201.22,27300.0,28937.73,26591.0,1679443200000,731557
137,37552.33699735767,28000.9213,27324.05,28352.94,28839.68,27094.0,1679529600000,600728
138,30698.223381133437,27879.8036,28352.95,27489.24,28433.34,27000.0,1679616000000,569717
139,13293.244609140724,27505.0426,27489.24,27488.18,27829.7,27163.9,1679702400000,382794
140,13936.936930806192,27836.9627,27489.56,27992.9,28240.4,27438.0,1679788800000,367295
141,24937.53993555716,27325.3821,27995.27,27142.87,28053.26,26491.9,1679875200000,453920
142,19481.2331157522,27042.0175,27142.85,27274.15,27529.0,26600.0,1679961600000,507096
143,25753.42812722712,28188.5146,27274.18,28359.54,28654.06,27253.0,1680048000000,577379
144,29743.217287079442,28393.5617,28359.54,28035.48,29190.04,27677.0,1680134400000,609242
145,24987.374674273757,28227.6258,28034.88,28474.4,28651.0,27504.0,1680220800000,541453
146,10235.05993186201,28485.6535,28468.2,28471.46,28826.45,28201.0,1680307200000,324734
147,9693.856631771449,28186.337,28471.03,28188.34,28544.21,27839.0,1680393600000,291931
148,24030.99884093056,27983.4019,28188.34,27800.7,28525.0,27212.7,1680480000000,501489
149,17115.182552042217,28123.1659,27809.55,28179.64,28450.0,27668.8,1680566400000,426891
150,21008.497384932703,28327.9639,28178.66,28175.37,28801.0,27813.1,1680652800000,452807
151,13692.477772902093,27992.9105,28152.0,28053.46,28199.11,27700.0,1680739200000,395447
152,7506.164169892444,27941.7789,28052.74,27931.94,28120.71,27755.0,1680825600000,318360
153,5070.492533032284,28012.1536,27923.0,27958.81,28175.89,27833.0,1680912000000,234528
154,8505.31081317124,28133.4398,27958.19,28340.99,28548.7,27767.0,1680998400000,255542
155,23345.606096754822,28947.58,28342.28,29660.41,29800.0,28136.0,1681084800000,451490
156,27027.70551938131,30124.4442,29654.9,30227.19,30586.0,29579.0,1681171200000,561381
157,21231.049841125543,30056.1626,30227.18,29912.2,30517.0,29645.8,1681257600000,455711
158,17930.83316802443,30299.536,29912.2,30406.78,30650.8,29867.0,1681344000000,438589
159,27510.62918843973,30588.0128,30385.0,30492.92,31050.0,30000.0,1681430400000,564849
160,7861.33127586215,30386.9614,30492.91,30324.11,30624.1,30192.0,1681516800000,320185
161,9504.127951621076,30334.4061,30325.07,30326.09,30623.0,30103.0,1681603200000,271427
162,19229.837173161322,29685.0997,30316.1,29449.91,30340.21,29251.71,1681689600000,390906
163,19512.265248204738,30031.6985,29449.91,30393.4,30527.0,29103.89,1681776000000,420390
164,30560.676130949807,29340.424,30392.0,28809.72,30430.72,28577.0,1681862400000,545470
165,23388.003797934798,28592.0689,28809.0,28248.18,29102.69,27991.32,1681948800000,471377
166,25875.07214013698,27826.2131,28248.18,27264.3,28381.0,27133.0,1682035200000,510704
167,10130.336864032974,27487.5037,27252.96,27821.41,27892.2,27133.0,1682121600000,287682
168,8516.152190272107,27563.9427,27820.99,27592.98,27827.0,27333.0,1682208000000,256525
169,17394.267567962903,27453.9944,27592.7,27515.05,28007.0,26965.14,1682294400000,355690
170,16874.08749568411,27655.8248,27513.85,28304.42,28400.0,27189.0,1682380800000,389178
171,44366.465584736085,28790.6243,28300.9,28426.08,30050.66,27230.77,1682467200000,600642
172,32346.01312340123,29241.2799,28428.86,29483.72,29900.0,28387.07,1682553600000,531872
173,19328.84059792601,29294.858,29486.97,29338.63,29606.45,28900.0,1682640000000,425045
174,6842.28078868178,29298.4861,29339.47,29249.35,29470.0,29015.0,1682726400000,240501
175,12423.352569882965,29500.1399,29249.24,29254.0,29975.0,29095.92,1682812800000,280092
176,24613.280175878255,28372.0028,29245.3,28077.27,29348.6,27643.2,1682899200000,463034
177,18112.51231825818,28388.3207,28101.0,28684.4,28937.5,27871.44,1682985600000,409547
178,20602.56611421819,28572.4272,28683.41,29038.75,29282.0,28122.0,1683072000000,434228
179,14289.688415855795,28965.9914,29039.36,28857.23,29412.0,28674.58,1683158400000,354690
180,20151.67155080517,29330.7869,28857.88,29536.76,29706.57,28810.0,1683244800000,415406
181,12658.17752151606,29072.5792,29538.87,28902.66,29868.1,28338.0,1683331200000,317242
182,8361.272513322565,28879.7245,28901.3,28468.0,29191.8,28429.12,1683417600000,242698
183,21675.075861507114,27874.6049,28472.68,27695.06,28686.0,27279.66,1683504000000,458757
184,12994.033853744004,27601.5924,27693.24,27635.0,27846.0,27367.01,1683590400000,331002
185,25592.13642968163,27699.7797,27647.29,27624.01,28340.0,26792.9,1683676800000,412841
186,18370.162118886474,27172.8115,27621.5,26986.56,27654.0,26702.0,1683763200000,367474
187,25956.990815368998,26414.0447,26986.79,26808.84,27125.0,25810.0,1683849600000,451693
188,6680.031552121824,26853.962,26800.0,26786.3,27105.5,26700.0,1683936000000,223919
189,5897.3205293311585,26907.4206,26788.4,26929.98,27221.51,26581.52,1684022400000,218844
190,17056.646549623132,27326.8147,26929.98,27171.13,27678.73,26727.8,1684108800000,346206
191,14548.132909303422,27055.6714,27166.2,27037.68,27313.0,26850.1,1684195200000,308599
192,19046.11721729398,27014.4303,27037.72,27407.77,27532.0,26543.87,1684281600000,337208
193,17927.481109554028,27034.5243,27402.3,26817.9,27506.0,26345.0,1684368000000,333599
194,10047.3639274936,26887.6505,26819.0,26890.27,27219.0,26632.73,1684454400000,270041
195,4337.269055380455,26994.1205,26890.27,27113.61,27178.99,26834.2,1684540800000,171631
196,7869.178017491415,26959.0863,27111.1,26752.65,27297.0,26667.4,1684627200000,195262
197,11107.292726275178,26819.4152,26749.5,26854.73,27130.0,26512.4,1684713600000,257943
198,14824.598577487695,27253.0684,26854.09,27221.5,27543.0,26803.46,1684800000000,309837
199,21877.212701425156,26482.5893,27222.86,26321.4,27239.0,26067.0,1684886400000,368433
200,15340.26441163546,26292.6133,26321.42,26479.06,26644.0,25864.35,1684972800000,315357
201,13750.19948724065,26664.7272,26479.15,26736.0,26950.0,26334.33,1685059200000,282783
202,5205.7141697810175,26737.0623,26711.56,26873.7,26943.6,26554.8,1685145600000,169934
203,14971.238493283887,27489.5636,26873.7,28070.04,28277.56,26780.11,1685232000000,263115
204,15110.209850128836,27948.5631,28070.04,27744.82,28475.0,27534.81,1685318400000,288778
205,15964.481932342085,27808.4942,27744.81,27699.2,28069.0,27555.0,1685404800000,316561
206,20024.682809454822,27157.1419,27700.68,27223.08,27856.0,26841.3,1685491200000,363755
207,15624.627721330367,26909.3725,27215.1,26828.42,27360.31,26571.5,1685577600000,355590
208,15817.393506223014,27045.0053,26832.0,27250.69,27312.2,26500.1,1685664000000,344226
209,5092.018436740317,27156.4247,27252.67,27077.6,27344.6,26923.35,1685750400000,185655
210,5480.958993490616,27196.3821,27078.27,27126.0,27489.0,26958.98,1685836800000,185851
211,25268.38098465086,26127.4563,27122.03,25741.5,27137.75,25391.0,1685923200000,506710
212,26219.780620328514,26311.4569,25742.0,27243.63,27368.67,25331.0,1686009600000,498043
213,22394.40500206427,26651.9431,27243.45,26346.41,27402.79,26121.06,1686096000000,413278
214,11347.771070794155,26496.442,26347.09,26506.7,26845.0,26212.63,1686182400000,305077
215,13009.200842117873,26526.5914,26505.71,26482.81,26804.0,26275.4,1686268800000,350925
216,23209.88243884472,25792.5711,26482.8,25856.1,26556.0,25385.52,1686355200000,548283
217,10671.399004254463,25888.1458,25856.1,25937.02,26233.0,25648.0,1686441600000,284371
218,12999.085856006695,25859.2624,25936.98,25905.82,26125.0,25616.98,1686528000000,331770
219,17855.17477048523,26011.4646,25927.0,25930.23,26455.0,25710.78,1686614400000,420326
220,19928.7054278075,25537.7187,25929.35,25123.34,26113.0,24818.0,1686700800000,424409
221,24162.28738188538,25138.1662,25124.0,25569.99,25766.0,24750.0,1686787200000,555347
222,21407.07719975411,25885.1554,25569.99,26329.6,26570.0,25140.0,1686873600000,469884
223,9792.274539664142,26490.9939,26329.6,26506.56,26857.0,26165.98,1686960000000,289272
224,7100.6741179220035,26506.4401,26507.97,26336.46,26729.0,26245.27,1687046400000,213143
225,14144.69529970422,26608.1767,26336.46,26837.78,27075.0,26250.0,1687132800000,309417
226,38390.596724384275,27533.1501,26858.0,28320.43,28417.11,26637.41,1687219200000,499064
227,44384.067834447866,29487.1577,28320.41,29995.08,30801.0,28271.67,1687305600000,634973
228,26202.76174347193,30075.8069,29999.85,29886.31,30527.0,29539.57,1687392000000,502948
229,31244.359926668683,30607.6584,29886.25,30707.61,31443.67,29802.65,1687478400000,546348
230,9623.04634108292,30607.1793,30687.7,30547.18,30820.0,30254.6,1687564800000,258632
231,8909.245022132367,30633.9997,30547.3,30480.24,31070.0,30250.0,1687651200000,249243
232,16345.89278619019,30276.9845,30480.24,30264.2,30685.0,29900.0,1687737600000,358429
233,16409.937258682614,30623.5859,30272.24,30697.38,31020.54,30223.6,1687824000000,346245
234,13861.890732947553,30246.1483,30696.06,30074.94,30731.0,29834.2,1687910400000,364904
235,16071.586503792712,30503.4538,30074.93,30450.6,30849.0,30036.18,1687996800000,348932
236,35670.901109556755,30422.1243,30445.67,30466.72,31300.0,29375.6,1688083200000,599232
237,5668.988561250497,30524.2442,30475.0,30587.21,30689.0,30312.8,1688169600000,221445
238,6257.883407050745,30535.8571,30591.7,30613.51,30830.0,30165.39,1688256000000,229406
239,15271.621762194267,30951.3302,30622.7,31161.8,31416.0,30569.0,1688342400000,367504
240,10579.804887839318,30992.0087,31145.0,30771.25,31347.0,30622.6,1688428800000,287370
241,12416.592969233187,30489.0034,30781.9,30499.27,30898.0,30160.4,1688515200000,290957
242,24227.16805427962,30583.8567,30499.27,29899.38,31631.0,29850.0,1688601600000,436446
243,14694.198581175911,30199.4493,29929.0,30352.08,30469.0,29699.0,1688688000000,310542
244,4961.0467279406175,30222.8498,30339.1,30291.69,30406.0,30047.78,1688774400000,174022
245,5233.561888120906,30268.2072,30294.3,30168.38,30474.0,30066.95,1688860800000,173650
246,16471.34854785529,30409.234,30168.26,30419.89,31060.0,29955.0,1688947200000,312772
247,13116.437772481968,30524.395,30419.89,30626.55,30836.0,30304.45,1689033600000,285237
248,18463.20537516335,30601.7395,30623.9,30381.81,31000.0,30200.0,1689120000000,310748
249,33792.50515539889,31040.7128,30383.26,31471.83,31862.21,30217.1,1689206400000,451054
250,25827.075092995274,30824.3005,31471.83,30330.52,31663.0,29920.31,1689292800000,442623
251,3556.333953780876,30322.9329,30330.93,30301.65,30419.0,30254.67,1689379200000,192814
252,5357.030840950639,30296.444,30316.0,30247.64,30484.0,30069.0,1689465600000,190838
253,14200.084152763306,30107.7103,30239.3,30143.08,30353.0,29668.58,1689552000000,276445
254,14463.178180723802,29893.7337,30143.08,29861.93,30269.0,29500.0,1689638400000,284568
255,11104.748993392475,29978.3476,29861.92,29916.72,30221.0,29757.44,1689724800000,250088
256,14983.417181682817,29960.5451,29912.7,29809.13,30438.0,29564.19,1689811200000,279441
257,10002.798110821392,29871.8383,29797.9,29940.0,30091.0,29720.3,1689897600000,255929
258,4458.036812860215,29859.1178,29907.15,29821.0,30035.0,29626.86,1689984000000,160633
259,5846.190663720914,30016.1878,29766.7,30081.61,30380.0,29733.55,1690070400000,167707
260,18669.30506199228,29263.1102,30082.4,29176.98,30125.0,28850.0,1690156800000,316870
261,8707.846446461695,29203.362,29176.98,29225.14,29404.0,29046.0,1690243200000,236542
262,12414.496458241445,29341.1556,29225.11,29353.23,29721.0,29089.54,1690329600000,273561
263,9325.62334759181,29326.0293,29336.1,29214.92,29601.0,29071.7,1690416000000,232193
264,8528.842487050853,29289.0794,29214.93,29316.15,29578.0,29112.8,1690502400000,251017
265,3673.0643958601063,29327.239,29316.05,29355.71,29444.0,29253.44,1690588800000,177287
266,5324.445119430477,29267.8746,29360.5,29281.39,29488.0,29033.0,1690675200000,180620
267,10691.259022521295,29301.6619,29280.41,29230.67,29560.0,29102.65,1690761600000,246421
268,22241.788804542226,29042.3898,29227.6,29697.27,29755.0,28477.0,1690848000000,356504
269,22043.70679524385,29400.0259,29733.0,29164.22,30076.0,28903.79,1690934400000,349836
270,11459.867402137947,29190.3295,29152.3,29174.18,29442.0,28938.93,1691020800000,255399
271,9087.980591851609,29127.2272,29187.2,29076.48,29337.0,28747.1,1691107200000,254219
272,3315.8402369599776,29033.1871,29073.0,29047.1,29153.0,28946.17,1691193600000,158553
273,3303.791016160187,29049.741,29047.33,29040.01,29198.0,28952.1,1691280000000,145580
274,12296.219336620945,28993.0428,29040.01,29179.21,29289.0,28628.9,1691366400000,264425
275,20377.372964741095,29623.0728,29179.0,29770.01,30284.0,29104.65,1691452800000,357328
276,14079.43509435958,29709.3424,29766.6,29562.76,30170.0,29344.16,1691539200000,287478
277,10023.34769761284,29487.3622,29597.0,29424.03,29745.0,29306.0,1691625600000,248987
278,8096.4004259411195,29384.6692,29424.04,29400.45,29557.0,29208.1,1691712000000,226105
279,2492.4863888601462,29414.0008,29399.0,29416.96,29497.0,29349.98,1691798400000,144713
280,2890.8231689202344,29366.5849,29412.5,29275.94,29477.0,29247.15,1691884800000,140183
281,9101.782905751814,29396.9184,29315.0,29405.49,29689.0,29072.96,1691971200000,235181
282,7503.032885700751,29270.9816,29405.49,29170.14,29499.0,29046.58,1692057600000,235658
283,12211.064930092502,29026.7721,29200.0,28700.51,29255.0,28690.37,1692144000000,286662
284,38641.14783436029,27563.7812,28729.0,26627.57,28779.0,24713.0,1692230400000,663658
285,26342.97870755496,26236.9207,26627.21,26048.89,26834.37,25607.1,1692316800000,530269
286,7832.977927251492,26021.7181,26048.9,26096.42,26288.0,25793.11,1692403200000,229341
287,5528.788231450634,26128.643,26096.4,26189.14,26314.0,25975.01,1692489600000,171239
288,12080.833109381849,26040.3806,26189.36,26125.18,26279.0,25807.3,1692576000000,257592
289,15130.652898756014,25874.8254,26125.16,26040.4,26156.0,25350.0,1692662400000,313203
290,19335.25241160595,26292.4401,26040.5,26427.54,26840.0,25796.47,1692748800000,329845
291,12251.075807504776,26213.4469,26417.5,26163.49,26599.0,25850.0,1692835200000,310255
292,13627.25715478573,26013.7563,26160.0,26049.8,26326.0,25750.0,1692921600000,289848
293,2428.6151377800015,26038.0569,26049.4,26009.61,26192.0,25971.44,1693008000000,135928
294,2641.8155278200265,26080.3422,26002.4,26091.16,26198.0,25961.81,1693094400000,123315
295,7495.415498601789,26039.5871,26091.16,26109.6,26264.0,25850.0,1693180800000,199756
296,28801.74250841158,27346.5554,26109.6,27717.98,28193.0,25903.18,1693267200000,424186
297,13116.56946325353,27336.4857,27749.0,27306.06,27793.0,27005.2,1693353600000,266719
298,20462.049334663145,26603.9336,27326.0,25932.45,27605.5,25660.61,1693440000000,342178
299,19587.91629530504,25783.1462,25936.3,25794.88,26166.0,25307.37,1693526400000,363104
300,5599.54531629039,25830.6124,25808.3,25869.7,25995.0,25707.3,1693612800000,187602
301,4507.97003508028,25937.0147,25869.7,25969.83,26137.0,25792.29,1693699200000,149894
302,6209.08498182062,25862.5198,25969.4,25816.13,26100.0,25627.0,1693785600000,181511
303,8015.552952651303,25730.1659,25806.3,25783.91,25909.0,25551.36,1693872000000,214944
304,11669.671648812791,25687.6834,25788.8,25747.63,26067.0,25358.0,1693958400000,248172
305,14267.79248401322,25951.9692,25747.63,26276.3,26487.7,25595.8,1694044800000,244753
306,14189.402185534143,25997.8351,26274.0,25906.34,26460.41,25640.1,1694131200000,242407
307,2829.6755997102314,25872.6056,25905.3,25891.3,25950.0,25791.45,1694217600000,129138
308,5827.520567851061,25798.8284,25891.3,25831.76,26042.0,25578.01,1694304000000,149445
309,17908.90558831693,25290.8491,25831.77,25152.14,25904.0,24900.0,1694390400000,285826
